drug_id	drug_name	rxnorm_id	drugbank_id	chebi_id
1636145	Stanozolol	10032	DB06718	9249
919681	Benzyl Alcohol	1426	DB06770	17987
1799139	Oseltamivir	260101	DB00198	7798
1724869	Didanosine	3364	DB00900	490877
1436776	Testolactone	10378	DB00894	9460
19016099	octylonium	32311	DB13500	135780
19122130	brivudine	59161	DB03312	\N
19050832	clobazam	21241	DB00349	31413
43526990	Technetium Tc 99m Sulfur Colloid	1423270	DB09397	\N
581480	pegademase bovine	59768	DB00061	\N
709699	Molindone	7019	DB01618	6965
42899733	SAGE OIL	1305661	DB11199	\N
1036636	Suprofen	10255	DB00870	9362
43013178	polydatin	1364277	DB11263	8198
19009365	methoxyphenamine	29704	DB13624	134817
914085	Yellow phenolphthalein	314784	DB04824	34914
44785066	sucroferric oxyhydroxide	1484283	DB09146	\N
1705674	Trimethoprim	10829	DB00440	45924
1319219	Calcium ascorbate	142407	DB14483	\N
19027015	Dihydrotachysterol	3429	DB01070	4591
909841	methylnaltrexone	29899	DB06800	\N
1305637	Methylergonovine	6883	DB00353	92607
19072030	Curcumin	2955	DB11672	3962
19058572	Calcium Citrate	47613	DB11093	\N
19053979	Fenoterol	4333	DB01288	149226
43012202	Fluorodeoxyglucose F18	1362737	DB09502	49136
1381253	anagrelide	596724	DB00261	142290
19069149	Histidine	5340	DB00117	15971
42898269	ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY	1305896	DB11149	\N
19136654	Apazone	1029	DB07402	38010
1387219	deserpidine	62174	DB01089	27478
40230159	corn starch	1039062	DB11599	\N
1724700	Foscarnet	33562	DB00529	127780
42900108	Tetrofosmin	1311569	DB11180	135598
19100437	Technetium Tc 99m Disofenin	37665	DB09164	\N
42900442	norflurane	1311560	DB13116	\N
19007652	Gadobenate	692620	DB00743	\N
1760039	Pyrimethamine	9010	DB00205	8673
1314577	nebivolol	31555	DB04861	64019
19058867	Calcium gluceptate	47618	DB00326	3314
19123240	Josamycin	6084	DB01321	31739
42900318	deslorelin	1311744	DB11510	\N
1712549	trovafloxacin	115552	DB00685	9763
19058549	CALCIUM ALGINATE	47610	DB13372	\N
733008	Perphenazine	8076	DB00850	8028
19058510	cafedrine	47589	DB12926	135510
1376289	Hydroflumethiazide	5495	DB00774	5784
19008361	Tacalcitol	291204	DB13689	\N
977949	ichthammol	5645	DB11341	\N
19064089	Safflower Oil	9515	DB09446	\N
1711759	Dapsone	3108	DB00250	4325
1311799	Daunorubicin	3109	DB00694	41977
989301	Cetylpyridinium	2286	DB11073	32914
711714	Dantrolene	3105	DB01219	4317
1711246	entecavir	306266	DB00442	473990
905151	Alclometasone	108088	DB00240	53776
1511449	Danazol	3102	DB01406	4315
19024227	Methacholine	155080	DB06709	6804
45774751	empagliflozin	1545653	DB09038	82720
713823	ropinirole	72302	DB00268	8888
757352	Eszopiclone	461016	DB00402	53760
19049909	Potassium Iodide	8597	DB06715	8346
19049038	Estriol	4094	DB04573	27974
43560385	dolutegravir	1433868	DB08930	76010
901318	Sodium Ascorbate	267366	DB14482	113451
1189490	dichloralphenazone	22892	DB01495	\N
1515249	troglitazone	72610	DB00197	9753
44785829	dapagliflozin	1488564	DB06292	85078
40174604	velaglucerase alfa	901805	DB06720	\N
916230	darifenacin	136198	DB00496	391960
19059528	Alfentanil	480	DB00802	2569
924151	Pentosan Polysulfate	155046	DB00686	\N
44507700	vortioxetine	1455099	DB09068	76016
44785804	Technetium Tc 99m Medronate	1488818	DB09138	32186
19136044	Sisomicin	9806	DB12604	9169
19091824	Lobeline	6464	DB05137	48723
1337107	ranolazine	35829	DB00243	87690
19067803	Sincalide	9800	DB09142	135946
904356	Methenamine	6832	DB06799	6824
19100740	thymalfasin	38221	DB04900	\N
19056756	Tegafur	4582	DB09256	32188
743196	Enflurane	3920	DB00228	4792
1713332	Amoxicillin	723	DB01060	2676
1304107	imatinib	282388	DB00619	45783
19086100	mizolastine	61455	DB12523	31857
1743222	Enoxacin	3925	DB00467	157175
1138050	bitolterol	19499	DB00901	3133
720727	zaleplon	74667	DB00962	10102
735951	Riluzole	35623	DB00740	8863
43014237	pomalidomide	1369713	DB08910	72690
19044727	Vitamin K 1	8308	DB01022	18067
722031	Paroxetine	32937	DB00715	7936
1322207	argatroban	15202	DB00278	94385
950316	Ethyl Chloride	4141	DB13259	47554
957797	Psyllium	8928	DB11097	\N
40239216	Linagliptin	1100699	DB08882	68610
523212	Rubella Virus Vaccine Live (Wistar RA 27-3 Strain)	762817	DB10317	\N
1781733	Atovaquone	60212	DB01117	575568
532881	Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain	807219	DB10803	\N
19035533	benfluorex	18880	DB09022	93826
1784749	Kanamycin	6099	DB01172	17630
45774999	Guanosine	1591890	DB02857	16750
19014202	Alfacalcidol	12062	DB01436	31186
950933	Castor Oil	2129	DB11113	\N
43013119	lomitapide	1364479	DB08827	72297
1398039	ST. JOHN'S WORT EXTRACT	258326	DB01323	\N
735843	natalizumab	354770	DB00108	\N
718122	oxcarbazepine	32624	DB00776	7824
19018164	oxeladin	32626	DB04822	135424
19005104	Triflupromazine	10805	DB00508	9711
704984	Trifluoperazine	10800	DB00831	45951
905078	Trifluridine	10803	DB00432	75179
19061907	cortivazol	21660	DB13003	135820
19037624	Acetylcholine	194	DB03128	15355
1139042	Acetylcysteine	197	DB06151	28939
43013884	alogliptin	1368001	DB06203	72323
1557272	Alendronate	46041	DB00630	2567
19051035	cuprous oxide	21842	DB11134	75955
19089810	Gonadorelin	6384	DB00644	\N
19135863	rosemary oil	90945	DB14689	\N
1589795	Luteinizing Hormone	6383	DB14741	\N
1736829	fosamprenavir	358262	DB01319	82941
19039767	butobarbital	19874	DB01353	134884
997276	Cimetidine	2541	DB00501	3699
1797258	Cilastatin	2540	DB01597	3697
1518148	colesevelam	141626	DB00930	\N
1351447	Tocainide	42359	DB01056	9611
751412	Fluvoxamine	42355	DB00176	5138
948555	alosetron	85248	DB00969	253342
19009250	methdilazine	29648	DB00902	6823
751246	Lithium Carbonate	42351	DB14509	6504
19030087	alizapride	17311	DB01425	94316
1792429	Proguanil	2382	DB01131	8455
1395773	iron sucrose	24909	DB09146	\N
943852	xylometazoline	39841	DB06694	10082
19003491	isoconazole	27901	DB08943	83667
1321636	bosentan	75207	DB00559	51450
19027181	Paraldehyde	7909	DB09117	27909
735850	Disulfiram	3554	DB00822	4659
1714277	voriconazole	121243	DB00582	10023
939976	sodium sulfate	36721	DB09472	32149
19038998	bretylium	19685	DB01158	3172
1133732	Butorphanol	1841	DB00611	3242
40163731	ferumoxytol	473387	DB06215	50821
19063297	thyrotropin alfa	4952	DB00024	\N
19135847	Indium-111	90540	DB11916	\N
1749008	cefpodoxime	20489	DB01416	3504
1347384	irbesartan	83818	DB01029	5959
917205	Desonide	3254	DB01260	204734
1748975	cefepime	20481	DB01413	478164
19028288	ceforanide	20486	DB00923	3495
917336	Desoximetasone	3255	DB00547	691037
19004969	Trientine	10798	DB06824	39501
19097016	CALCIUM CARBONATE, PRECIPITATED	349908	DB06724	3311
19037038	Calcium Gluconate	1908	DB11126	\N
1337159	Calcium Glycerophosphate	1909	DB11264	31336
19018602	Calcium Glucarate	1907	DB13962	\N
42709319	glucarpidase	1242127	DB08898	\N
19018547	Calcium Carbimide	1902	DB09116	64301
19022003	Dextrothyroxine	3292	DB00509	30659
19036781	Calcium Chloride	1901	DB01164	3312
744740	zolpidem	39993	DB00425	10125
19102107	zofenopril	39990	DB13166	78539
928980	Dimethyl Sulfoxide	3455	DB01093	28262
744798	zonisamide	39998	DB00909	10127
19037596	Acetylcarnitine	193	DB08842	57589
1738170	lopinavir	195088	DB01601	31781
1748921	Ritonavir	85762	DB00503	45409
19100379	serratiopeptidase	36434	DB13131	\N
19050633	sertindole	41996	DB06144	9122
1103374	valdecoxib	278567	DB00580	63634
1712889	raltegravir	719872	DB06817	\N
19017067	tirofiban	73137	DB00775	9605
1113648	nabumetone	31448	DB00461	7443
19087394	lacosamide	623400	DB06218	135939
905273	Methyclothiazide	6860	DB00232	6847
528323	Hepatitis B Surface Antigen Vaccine	797752	DB11627	\N
1309188	Mitoxantrone	7005	DB01204	50729
42900448	olive oil	1309250	DB09567	\N
1123534	phenindamine	33283	DB01619	8065
1734205	bacampicillin	18687	DB01602	2968
1340532	Succinic Acid	37255	DB00139	15741
19026972	lenalidomide	342369	DB00480	63791
1367571	heparin	5224	DB01109	28304
19025498	piretanide	33770	DB02925	32015
933794	attapulgite	18516	DB01574	\N
1154077	rizatriptan	88014	DB00953	48273
1344965	Guanfacine	40114	DB01018	5558
1319051	Amyl Nitrite	742	DB01612	55344
19015395	Levonordefrin	132889	DB06707	10304
43013193	raxibacumab	1366567	DB08902	\N
958396	butenafine	47461	DB01091	3238
1326012	Isradipine	33910	DB00270	6073
1333379	arsenic trioxide	18330	DB01169	\N
19071159	TASONERMIN	283746	DB11626	\N
19000729	Aprotinin	1056	DB06692	\N
19082458	nickel sulfate	31738	DB14180	53001
19041065	golimumab	819300	DB06674	\N
42709325	tafluprost	1244607	DB08819	66899
19020092	bunazosin	19850	DB12230	135576
19059707	Terpin hydrate	89916	DB13163	\N
985247	Aluminum Hydroxide	612	DB06723	33130
1715117	Aztreonam	1272	DB00355	161680
19123348	Aluminum Oxide	615	DB11342	\N
19011061	glucomannan	11454	DB14963	\N
954036	propylhexedrine	8792	DB06714	134783
19054048	Propyliodone	8793	DB09366	32064
19042852	Phospholipids	8246	DB11133	\N
530007	Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine	798444	DB10342	\N
45892579	olaparib	1597582	DB09074	83766
1543112	Lutropin alfa	388084	DB00044	\N
1310756	moexipril	30131	DB00691	6960
19023846	dibenzepin	3332	DB13225	93394
19058494	epigallocatechin gallate	24246	DB12116	4806
1304277	Milk thistle extract	283579	DB14375	\N
1551099	Prednisone	8640	DB00635	8382
966468	Halcinonide	5084	DB06786	31663
19028106	Isopropyl Alcohol	797541	DB02325	17824
19089496	gadoversetamide	228833	DB00538	31644
19000498	Mefloquine	6694	DB00358	63681
19029135	Propionic acid	34658	DB03766	30768
1185922	Ketoprofen	6142	DB01009	6128
916005	Solifenacin	322167	DB01591	135530
19049707	chlorphenoxamine	20881	DB09007	135288
1789428	Amprenavir	228656	DB00701	40050
19022494	Nylidrin	7595	DB06152	91656
791967	Lorazepam	6470	DB00186	6539
1366279	Guanethidine	5036	DB01170	5557
19011440	everolimus	141704	DB01590	68478
903963	Triamcinolone	10759	DB00620	9667
704943	Methocarbamol	6845	DB00423	77498
40234201	butylscopolamine	1085787	DB09300	32123
1702364	Ticarcillin	10591	DB01607	9587
19021932	paramethadione	32894	DB00617	7921
798874	Clonazepam	2598	DB01068	3756
1379525	Inositol	5833	DB13178	17268
1366237	Guanabenz	5033	DB00629	5553
745790	Pimozide	8331	DB01100	8212
1301267	Melphalan	6718	DB01042	28876
701322	Memantine	6719	DB01043	64312
19089992	diphenidol	23370	DB01231	4638
937791	bismuth subsalicylate	19478	DB01294	261649
703244	paliperidone	679314	DB01267	83804
19056611	drotaverin	23684	DB06751	135630
1125443	Dornase Alfa	337623	DB00003	\N
19050123	profenamine	4134	DB00392	313639
750119	Ethosuximide	4135	DB00593	4887
750146	Ethotoin	4136	DB00754	4888
778268	Imipramine	5691	DB00458	47499
19095285	ethanolamine oleate	24460	DB06689	\N
19068839	Hexetidine	5301	DB08958	94339
1597235	follitropin beta	25357	DB00066	\N
42899712	Salix alba bark extract	1307749	DB14274	\N
981774	adapalene	60223	DB00210	31174
19077457	Sermorelin	56188	DB00010	\N
1704139	posaconazole	282446	DB01263	64355
40241969	brentuximab vedotin	1147320	DB08870	\N
43531843	DIACETYL BENZOYL LATHYROL	1426391	DB11260	136008
19009877	methylparaben	29903	DB14212	31835
45776202	ferric citrate	1594675	DB14520	\N
43013047	crofelemer	1364449	DB04941	\N
40174023	Streptococcus pneumoniae serotype 7F capsular antigen diphtheria CRM197 protein conjugate vaccine	901636	DB10297	\N
794229	Mazindol	6664	DB00579	6702
717607	Desvenlafaxine	734064	DB06700	83527
709567	Lisdexamfetamine	700810	DB01255	135925
1338985	Nesiritide	19666	DB04899	\N
916282	olsalazine	32385	DB01250	\N
19081224	Iopamidol	5966	DB08947	31711
19081256	Iopanoic Acid	5967	DB08946	5951
713192	fosphenytoin	72236	DB01320	5165
750982	Bupropion	42347	DB01156	3219
19068261	MANGANESE GLUCONATE	52403	DB11141	\N
43525773	Ospemifene	1370971	DB04938	73275
1337068	ambrisentan	358274	DB06403	135949
936429	efalizumab	356988	DB00095	\N
1197677	Clemastine	2578	DB00283	3738
42903912	Ribose	1314858	DB15073	47014
43013265	ALUMINUM ZIRCONIUM TRICHLOROHYDREX GLY	1370425	DB11116	\N
930021	alfuzosin	17300	DB00346	51141
19092412	Chlorobutanol	2378	DB11386	134813
19015802	lercanidipine	135056	DB00528	135930
952538	Anthralin	873	DB11157	37510
1000560	Ondansetron	26225	DB00904	7773
19092290	Chlormezanone	2373	DB01178	3619
1598658	Clofibrate	2594	DB00636	3750
1598819	Clomiphene	2596	DB00882	3752
798834	Clomipramine	2597	DB01242	47780
998415	Clobetasol	2590	DB11750	205919
950792	clidinium	21232	DB00771	3743
1798476	Clofazimine	2592	DB00845	3749
907553	levocabastine	28627	DB01106	135679
19063951	Guaiacol	5031	DB11359	28591
929887	lansoprazole	17128	DB00448	6375
1386957	Labetalol	6185	DB00598	6343
40240664	indacaterol	1114326	DB05039	68575
904525	bimatoprost	283810	DB00905	51230
914533	Naphazoline	7247	DB06711	93363
19057607	Amisulpride	46303	DB06288	64045
1381504	Alprostadil	598	DB00770	15544
19083285	Inosine Pranobex	6048	DB13156	\N
40166571	bepotastine	863035	DB04890	71204
19009138	Miocamycin	6985	DB13287	\N
950370	Carteolol	2116	DB00521	3437
19068821	clotiazepam	2622	DB01559	31425
19100363	clothiapine	2620	DB13256	31424
1309068	Minoxidil	6984	DB00350	6942
800878	Clozapine	2626	DB00363	3766
1800835	Cloxacillin	2625	DB01147	49566
1353256	Propafenone	8754	DB01182	63619
19037401	calcium phosphate	1919	DB11348	9679
719311	Dextroamphetamine	3288	DB01576	4469
1342439	trandolapril	38454	DB00519	9649
19028947	Dimethindene	3449	DB08801	135222
1728903	Dimercaprol	3445	DB06782	64198
1150871	Misoprostol	42331	DB00929	63610
19038440	basiliximab	196102	DB00074	\N
1728909	Succimer	3446	DB00566	63623
951237	Antazoline	865	DB08799	84115
1328165	Diltiazem	3443	DB00343	101278
19041843	Carbocysteine	2023	DB04339	16163
700253	Thiopental	10493	DB00599	102166
19089891	calfactant	232539	DB06415	\N
19003412	iso-sulfan blue	27863	DB09136	\N
44507686	leptin	1441651	DB05098	\N
45775370	2-Mercaptoethanesulfonic Acid	1546354	DB09110	17905
19033278	Peanut Oil	18235	DB13964	\N
19084693	reboxetine	60842	DB00234	135342
1391470	Ferrous Asparto Glycinate	644718	DB11169	\N
751698	Procaine	8701	DB00721	8430
19137385	Thiotepa	10473	DB04572	9570
19137377	Thimerosal	10472	DB11590	9546
1391889	Ginkgo biloba extract	236809	DB01381	\N
42899780	Sesame Oil	1309247	DB11172	\N
42900584	teriflunomide	1310520	DB08880	68540
787787	hyaluronate	62372	DB08818	\N
19071995	manidipine	29275	DB09238	135849
1125449	pirbuterol	33767	DB01291	8245
19093366	Pirarubicin	33764	DB11616	94770
1304850	Filgrastim	68442	DB00099	\N
1304919	pemetrexed	68446	DB00642	63616
19054821	clofarabine	44151	DB00631	681569
19011355	etoricoxib	307296	DB01628	6339
19018517	azosemide	18651	DB08961	31248
1140640	carbetapentane	20217	DB11186	94484
1551673	Estrogens, Esterified (USP)	214549	DB09381	\N
45775208	levomefolate	1592257	DB11256	15641
45775206	pirfenidone	1592254	DB04951	32016
19032662	anileridine	17933	DB00913	61203
720810	Pramipexole	746741	DB00413	8356
1105853	Tripelennamine	10847	DB00792	9741
1309323	Cyclandelate	2970	DB04838	3988
909358	Cyclizine	2977	DB01176	3994
19071236	lactitol	28395	DB12942	75323
837027	Apomorphine	1043	DB00714	48538
1596977	Regular Insulin, Human	253182	DB00030	5931
904704	Mepenzolate	107770	DB04843	94411
759401	methsuximide	47858	DB05246	6846
1511646	pamidronate	11473	DB00282	7903
19010652	Moclobemide	30121	DB01171	83531
710650	modafinil	30125	DB00745	77585
766529	Haloperidol	5093	DB00502	5613
1345141	Mibefradil	83213	DB01388	6920
1836948	Tetracycline	10395	DB00759	27902
19106973	Omega-3 Fatty Acids	4301	DB11133	\N
1787101	maraviroc	620216	DB04835	63608
943030	Phosphoric acid	8259	DB09394	26078
19015123	Azlocillin	1266	DB01061	2956
1513103	Raloxifene	72143	DB00481	8772
910888	Cysteamine	3022	DB00847	17141
1307515	Urokinase	11055	DB00013	\N
753626	Propofol	8782	DB00818	44915
933952	Pheniramine	8132	DB01620	91591
1353766	Propranolol	8787	DB00571	8499
19037833	Domperidone	3626	DB01184	31515
19079469	diethyltoluamide	3129	DB11282	7071
1522957	Octreotide	7617	DB00104	\N
19017390	Indigotindisulfonate	325514	DB11577	90117
911735	rabeprazole	114979	DB01129	8768
42899737	SEA SALT	1311499	DB11266	\N
745466	Valproate	40254	DB00313	39867
19020994	Nitroprusside	7476	DB00325	7596
1111706	zafirlukast	114970	DB00549	10100
766067	Secobarbital	9624	DB00418	9073
19014158	nalmefene	31479	DB06230	7457
45775686	tedizolid	1540825	DB14569	82717
998394	Heavy mineral oil	258439	DB11057	\N
19091472	Lisuride	6446	DB00589	51164
906780	Metoclopramide	6915	DB01233	107736
907013	Metolazone	6916	DB00524	64354
1106740	Methysergide	6911	DB00247	584020
1400498	Iron Carbonyl	262150	DB01592	18248
1307046	Metoprolol	6918	DB00264	6904
19042445	tramazoline	38453	DB13064	134893
961047	Ranitidine	9143	DB00863	92246
1158632	Methscopolamine	89785	DB11315	135361
19058613	Isopropamide	89784	DB01625	6043
19059741	phosphatidylserine	89959	DB00144	18303
42709323	ivacaftor	1243041	DB08820	66901
1315942	docetaxel	72962	DB01248	4672
1315946	letrozole	72965	DB01006	6413
928744	Dimenhydrinate	3444	DB00985	4604
912803	Verteporfin	118886	DB00460	\N
35604680	Tetanus immune globulin	1727875	DB11604	\N
19015230	Adenosine Triphosphate	318	DB00171	15422
19035226	Remoxipride	35350	DB00409	92948
710062	Amitriptyline	704	DB00321	2666
937725	bismuth subgallate	19476	DB13909	31292
19037794	bismuth subnitrate	19477	DB13209	31293
19068830	ibritumomab tiuxetan	262323	DB00078	\N
19084212	Secretin human, synthetic	606396	DB09532	135913
945286	Pilocarpine	8328	DB01085	8207
1153013	Promethazine	8745	DB01069	8461
916662	dimethicone	324072	DB11074	\N
42903724	hydroxytyrosol	1314227	DB12771	68889
1711523	Indinavir	114289	DB00224	44032
19022479	fomepizole	15226	DB01213	5141
19101786	ubiquinol	39085	DB11340	64183
19037035	Benzylpenicilloyl polylysine	19079	DB00895	59297
43014182	mipomersen	1367839	DB05528	\N
1350040	Amifostine	4126	DB01143	2636
19050016	Ethiodized Oil	4125	DB00965	\N
1319880	Nisoldipine	7435	DB00401	76917
19003206	iopromide	27781	DB09156	63578
19040606	Carbimazole	2020	DB00389	617099
19054876	dienogest	22968	DB09123	70708
1348265	anastrozole	84857	DB01217	2704
715939	Escitalopram	321988	DB01175	36791
1387104	trastuzumab	224905	DB00072	\N
959196	Witch Hazel	89821	DB11111	\N
1394337	Mechlorethamine	6674	DB00888	28925
43013171	teduglutide	1364468	DB08900	72305
990009	Dipivefrin	23410	DB00449	4646
1394333	Mecamylamine	6673	DB00657	6706
19125097	Meclofenamic Acid	6678	DB00939	6710
1360332	Glucosamine	4845	DB01296	47977
46234437	ivabradine	1649480	DB09083	85966
780442	varenicline	591622	DB01273	84500
1512446	Doxercalciferol	11516	DB06410	4712
1366310	Goserelin	50610	DB00014	5523
19050461	Prazepam	8627	DB01588	8362
19122158	Iothalamate	5970	DB09133	31713
1154161	montelukast	88249	DB00471	50730
19006043	Troleandomycin	10864	DB13179	45735
19006047	Tromethamine	10865	DB03754	9754
1781314	interferon alfacon-1	59744	DB00069	\N
46221433	lenvatinib	1603296	DB09078	85994
734354	pregabalin	187832	DB00230	64356
778711	cyclobenzaprine	21949	DB00924	3996
1543229	Laronidase	392509	DB00090	\N
19102108	zomepirac	39994	DB04828	35859
40170680	dalfampridine	897018	DB06637	34385
733896	Phenelzine	8123	DB00780	8060
43013872	alginate	1370451	DB13518	17548
1115008	Naproxen	7258	DB00788	7476
19097664	Citrulline	2567	DB00155	16349
706644	Tubocurarine	10917	DB01199	9774
45775372	dabigatran	1546356	DB14726	70752
19026448	Dihydralazine	3409	DB12945	134841
1000772	Granisetron	26237	DB00889	5537
19135924	Selenomethionine Se 75	9133	DB09400	\N
19097824	Clenbuterol	2580	DB01407	174690
1763779	Griseofulvin	5021	DB00400	27779
19135830	rabies immune globulin, human	89886	DB11603	\N
954853	Flavoxate	4440	DB01148	5088
1354860	Flecainide	4441	DB01195	75984
19054931	floctafenine	4444	DB08976	\N
940426	calcium polycarbophil	20063	DB14684	\N
19054936	Floxacillin	4448	DB00301	5098
45774639	vedolizumab	1538097	DB09033	\N
949759	halobetasol	41208	DB00596	\N
1136422	levocetirizine	356887	DB06282	94559
19024197	Ornidazole	7701	DB13026	75176
948856	Polyvinyl Alcohol	8570	DB11060	\N
795661	felbamate	24812	DB00949	4995
1708748	Zanamivir	69722	DB00558	50663
1037358	Thiethylperazine	10471	DB00372	9544
1383815	Isosorbide	6057	DB09401	6060
1350066	Carmustine	2105	DB00262	3423
19050087	ibutilide	41289	DB00308	5856
45775782	eliglustat	1547220	DB09039	82752
1758392	telbivudine	474128	DB01265	63624
19080440	Formalin	314636	DB03843	16842
19057932	beractant	46967	DB06761	\N
1103006	desloratadine	275635	DB00967	291342
1790868	Amikacin	641	DB00479	2637
43014178	palmitate	1370621	DB03796	15756
19047756	Carbon Monoxide	2037	DB11588	17245
19046180	Carbon Dioxide	2034	DB09157	16526
19063454	Enoximone	49626	DB04880	135010
45892833	Sulfur Hexafluoride	1599276	DB11104	30496
19069425	nimesulide	53694	DB04743	44445
1437379	Thioguanine	10485	DB00352	9555
1502826	nateglinide	274332	DB00731	31897
1747005	cefditoren	83682	DB01066	59343
19035100	fibrinolysis inhibitor	353110	DB06692	\N
19004295	Thiamylal	10464	DB01154	9536
19137362	Thiamphenicol	10463	DB08621	32215
987406	Ethacrynate	62349	DB00903	4876
1311409	Dacarbazine	3098	DB00851	4305
1399063	Echinacea purpurea extract	260025	DB14239	\N
19039850	sodium bisulfite	36679	DB14015	26709
43012331	hydroxypropyl methylcellulose 2910	1363586	DB11075	\N
19049816	oxtriphylline	20976	DB01303	\N
19075109	POLICRESULEN	54908	DB13492	\N
980311	COLLAGENASE	58939	DB00048	\N
1111220	arformoterol	304962	DB01274	408174
529116	L1 protein, Human papillomavirus type 6 Vaccine	798268	DB10299	\N
908126	Vidarabine	11194	DB00194	45327
19008261	Viloxazine	11196	DB09185	94405
529114	L1 protein, Human papillomavirus type 18 Vaccine	798266	DB10302	\N
42899447	Insulin, Pork	1309342	DB00071	\N
19031397	Dipyrone	3523	DB04817	62088
905518	Methylene blue	6878	DB09241	6872
1311078	Cytarabine	3041	DB00987	28680
1305447	Methyldopa	6876	DB00968	61058
905371	Methylcellulose	6873	DB11228	53448
1395573	Chondroitin Sulfates	2473	DB09301	\N
19006186	Tryptophan	10898	DB00150	16828
40163615	dronedarone	233698	DB04855	50659
994341	Meclizine	6676	DB00737	6709
718583	Nicotine	7407	DB00184	17688
19044883	zopiclone	40001	DB01198	32315
786426	Rotigotine	616739	DB05271	135351
19102109	zotepine	40003	DB09225	32316
955372	Ethanol	448	DB00898	16236
1742432	tigecycline	384455	DB00560	149836
19006410	Arginine	1091	DB00125	16467
1154029	Fentanyl	4337	DB00813	119915
1153928	Fenoprofen	4331	DB00573	5004
19054825	Cladribine	44157	DB00242	567361
42904298	ocriplasmin	29998	DB08888	\N
19027475	potassium sulfate	34323	DB14499	32036
1786055	deferasirox	614373	DB01609	49005
19072699	Botulism Immune Globulin IV Human	544488	DB14115	\N
19072089	micronomicin	29996	DB13274	81283
947651	podophyllin	8462	DB09094	\N
19015397	Activated attapulgite	133050	DB01574	\N
19027362	potassium phosphate	34322	DB09413	63036
42899841	Rubidium	1311489	DB11346	33322
1389888	bexarotene	233272	DB00307	50859
19080982	ranibizumab	595060	DB01270	\N
19015346	Barbital	1325	DB01483	31252
1789517	dalfopristin	229369	DB01764	\N
1316262	sildenafil	136411	DB00203	9139
1506602	Methyltestosterone	6904	DB06710	27436
1751310	Primaquine	8687	DB01087	8405
705944	Methylphenidate	6901	DB00422	84276
19033934	Phenindione	8130	DB00498	8066
19034281	Phenmetrazine	8133	DB00830	8067
19011064	tiludronic acid	11476	DB01133	9598
19092684	Chlorotrianisene	2397	DB00269	3641
19024544	Ancrod	772	DB05099	\N
19095802	ferric sulfate	24913	DB11171	\N
19014878	Azathioprine	1256	DB00993	2948
19022956	Bezafibrate	1525	DB01393	47612
19058896	calcium lactate	47622	DB13231	\N
19058971	CALCIUM LEVULINATE	47624	DB13800	81717
19071651	lavender oil	28486	DB14566	\N
19059518	Latrodectus mactans antivenin	89887	DB14113	\N
951980	Sacrosidase	214817	DB06760	\N
1792515	Chloroquine	2393	DB00608	3638
998598	ALPHA-D-GALACTOSIDASE ENZYME	259351	DB00103	\N
19035953	rifapentine	35617	DB01201	45304
1735947	rifaximin	35619	DB01220	75246
19017742	febuxostat	73689	DB04854	31596
1749301	Ethambutol	4110	DB00330	4877
19046654	Piracetam	8351	DB09210	32010
19046724	Pirenzepine	8352	DB00670	8247
19134000	Piribedil	8353	DB12478	92833
19101422	haloprogin	26422	DB00793	5614
1146810	Piroxicam	8356	DB00554	8249
1567198	Insulin, Aspart, Human	51428	DB01306	\N
1322184	clopidogrel	32968	DB00758	37941
19036946	benzyl benzoate	19044	DB00676	41237
987366	lubiprostone	623033	DB01046	\N
19019176	Nimorazole	7427	DB12172	134929
1366773	histrelin	50975	DB06788	63530
19059441	etifoxine	24441	DB08986	135272
19049145	Celiprolol	20498	DB04846	94461
19127551	Nifurtimox	7421	DB11820	7566
19017241	iloperidone	73178	DB04946	65173
19069131	ioversol	27792	DB09134	31717
19003249	ioxilan	27793	DB09135	135884
19092712	Chlorphenesin	2399	DB00856	3642
1729323	adefovir	16521	DB13868	2469
19076714	Dibasic potassium phosphate	55018	DB09414	131527
906149	TRYPSIN	10890	DB11237	\N
19090016	dipipanone	23405	DB01491	135479
19092433	ebastine	23796	DB11742	31528
19069076	hydroxyethyl cellulose	27244	DB11602	85249
1348407	imiglucerase	84959	DB00053	\N
19078808	Indoramin	5784	DB08950	135470
1101703	homatropine	27084	DB11181	5747
1178663	Indomethacin	5781	DB00328	49662
42900401	bosutinib	1307619	DB06616	39112
1586346	Insulin, Regular, Pork	221109	DB00071	\N
751889	Glatiramer	214582	DB05259	\N
703470	Tranylcypromine	10734	DB00752	131512
1318853	Nifedipine	7417	DB01115	7565
19036797	tolvaptan	358257	DB06212	\N
1319193	gefitinib	328134	DB00317	49668
936748	aprepitant	358255	DB00673	499361
1336825	bortezomib	358258	DB00188	52717
19060358	Pyrithioxin	9020	DB13084	135554
996416	Finasteride	25025	DB01216	5062
787362	Ambenonium	623	DB01122	2627
19097821	gliquidone	25793	DB01251	93416
19005046	pyridoxine	684879	DB00165	16709
968426	mesalamine	52582	DB00244	6775
19004718	Demecarium	107771	DB00944	59719
1353011	Dexrazoxane	42736	DB00380	50223
1118084	celecoxib	140587	DB00482	41423
1397059	valerian root extract	253206	DB13196	\N
19065826	trisodium citrate	253204	DB09154	53258
1727443	Paromomycin	7934	DB01421	7934
