n1_CLL	n2_CLL	cosine_distance
CVCL_0179	CVCL_1661	0.1985
CVCL_0179	CVCL_1782	0.2184
CVCL_0179	CVCL_1812	0.2583
CVCL_0179	CVCL_2062	0.2457
CVCL_0179	CVCL_2094	0.2528
CVCL_0179	CVCL_4748	0.2295
CVCL_0181	CVCL_0089	0.2099
CVCL_0181	CVCL_0092	0.2418
CVCL_0181	CVCL_0095	0.2483
CVCL_0181	CVCL_0103	0.2452
CVCL_0181	CVCL_1380	0.2376
CVCL_0181	CVCL_1409	0.2112
CVCL_0181	CVCL_1410	0.2357
CVCL_0181	CVCL_1835	0.2198
CVCL_0181	CVCL_1873	0.2333
CVCL_0181	CVCL_1878	0.2042
CVCL_0181	CVCL_8227	0.2485
CVCL_0186	CVCL_1482	0.2825
CVCL_0186	CVCL_1681	0.3226
CVCL_0186	CVCL_1682	0.3063
CVCL_0186	CVCL_1761	0.3042
CVCL_0186	CVCL_2308	0.2403
CVCL_0186	CVCL_2312	0.2866
CVCL_0186	CVCL_2314	0.3000
CVCL_0186	CVCL_2678	0.3102
CVCL_0186	CVCL_2679	0.2623
CVCL_0186	CVCL_2681	0.3202
CVCL_0186	CVCL_2943	0.3192
CVCL_0201	CVCL_0465	0.3878
CVCL_0201	CVCL_1552	0.4653
CVCL_0201	CVCL_1614	0.4620
CVCL_0201	CVCL_1627	0.4215
CVCL_0201	CVCL_1882	0.3919
CVCL_0201	CVCL_2067	0.4477
CVCL_0201	CVCL_2422	0.4273
CVCL_0201	CVCL_4647	0.4453
CVCL_0201	CVCL_4649	0.4529
CVCL_0201	CVCL_4657	0.4624
CVCL_0201	CVCL_5014	0.4148
CVCL_0202	CVCL_0465	0.4179
CVCL_0202	CVCL_1481	0.4224
CVCL_0202	CVCL_1882	0.3721
CVCL_0202	CVCL_2319	0.4272
CVCL_0202	CVCL_2672	0.4486
CVCL_0202	CVCL_2785	0.4594
CVCL_0202	CVCL_2927	0.4262
CVCL_0202	CVCL_3110	0.3935
CVCL_0202	CVCL_4649	0.3164
CVCL_0202	CVCL_4655	0.4491
CVCL_0202	CVCL_5014	0.3975
CVCL_0205	CVCL_0270	0.2516
CVCL_0205	CVCL_0542	0.2078
CVCL_0205	CVCL_1094	0.2296
CVCL_0205	CVCL_1301	0.1959
CVCL_0205	CVCL_1577	0.2512
CVCL_0205	CVCL_2010	0.2148
CVCL_0205	CVCL_5157	0.2508
CVCL_0205	CVCL_8001	0.2387
CVCL_0205	CVCL_8002	0.1958
CVCL_0205	CVCL_8005	0.2273
CVCL_0205	CVCL_U757	0.2439
CVCL_0216	CVCL_0064	0.1371
CVCL_0216	CVCL_0379	0.1242
CVCL_0216	CVCL_0614	0.1131
CVCL_0216	CVCL_1620	0.1398
CVCL_0216	CVCL_2071	0.1235
CVCL_0216	CVCL_2106	0.1114
CVCL_0216	CVCL_2119	0.1341
CVCL_0216	CVCL_2120	0.1318
CVCL_0216	CVCL_2122	0.1020
CVCL_0216	CVCL_2149	0.1380
CVCL_0216	CVCL_2196	0.1334
CVCL_0234	CVCL_1721	0.3533
CVCL_0234	CVCL_1785	0.2576
CVCL_0234	CVCL_2983	0.2256
CVCL_0234	CVCL_2984	0.2063
CVCL_0234	CVCL_3117	0.2572
CVCL_0234	CVCL_4896	0.3459
CVCL_0234	CVCL_5957	0.3385
CVCL_0234	CVCL_8788	0.3221
CVCL_0234	CVCL_E115	0.2730
CVCL_0234	CVCL_V609	0.3218
CVCL_0234	CVCL_V610	0.3433
CVCL_0235	CVCL_1050	0.3397
CVCL_0235	CVCL_1056	0.3232
CVCL_0235	CVCL_1555	0.3428
CVCL_0235	CVCL_1647	0.3769
CVCL_0235	CVCL_1721	0.3240
CVCL_0235	CVCL_2984	0.3673
CVCL_0235	CVCL_2986	0.3281
CVCL_0235	CVCL_8788	0.3482
CVCL_0235	CVCL_V609	0.3330
CVCL_0235	CVCL_V610	0.3273
CVCL_0235	CVCL_V612	0.2838
CVCL_0236	CVCL_0528	0.5674
CVCL_0236	CVCL_0531	0.5820
CVCL_0236	CVCL_1132	0.5786
CVCL_0236	CVCL_1140	0.5664
CVCL_0236	CVCL_1341	0.5688
CVCL_0236	CVCL_1522	0.5737
CVCL_0236	CVCL_1542	0.5772
CVCL_0236	CVCL_1579	0.5548
CVCL_0236	CVCL_1693	0.5681
CVCL_0236	CVCL_1846	0.5428
CVCL_0236	CVCL_2143	0.5725
CVCL_0237	CVCL_0313	0.3622
CVCL_0237	CVCL_0544	0.4028
CVCL_0237	CVCL_0555	0.3918
CVCL_0237	CVCL_1638	0.3884
CVCL_0237	CVCL_1846	0.4090
CVCL_0237	CVCL_3082	0.4008
CVCL_0237	CVCL_3084	0.4018
CVCL_0237	CVCL_5002	0.4010
CVCL_0237	CVCL_5034	0.4057
CVCL_0237	CVCL_5078	0.3352
CVCL_0237	CVCL_5079	0.3711
CVCL_0243	CVCL_1171	0.4534
CVCL_0243	CVCL_1300	0.4660
CVCL_0243	CVCL_1635	0.4399
CVCL_0243	CVCL_1638	0.4434
CVCL_0243	CVCL_1670	0.3852
CVCL_0243	CVCL_1761	0.4582
CVCL_0243	CVCL_3020	0.4540
CVCL_0243	CVCL_4056	0.4533
CVCL_0243	CVCL_4900	0.4348
CVCL_0243	CVCL_B260	0.4144
CVCL_0243	CVCL_V586	0.4356
CVCL_0248	CVCL_0397	0.2077
CVCL_0248	CVCL_1294	0.2100
CVCL_0248	CVCL_1382	0.2067
CVCL_0248	CVCL_1385	0.1666
CVCL_0248	CVCL_1386	0.1704
CVCL_0248	CVCL_1708	0.1966
CVCL_0248	CVCL_1980	0.1770
CVCL_0248	CVCL_2873	0.2108
CVCL_0248	CVCL_2917	0.2081
CVCL_0248	CVCL_5044	0.1785
CVCL_0248	CVCL_5111	0.2134
CVCL_0250	CVCL_0366	0.3366
CVCL_0250	CVCL_0401	0.3013
CVCL_0250	CVCL_0497	0.3460
CVCL_0250	CVCL_0844	0.3488
CVCL_0250	CVCL_0863	0.3685
CVCL_0250	CVCL_1509	0.3649
CVCL_0250	CVCL_1691	0.3199
CVCL_0250	CVCL_1697	0.3480
CVCL_0250	CVCL_1722	0.3733
CVCL_0250	CVCL_5010	0.3268
CVCL_0250	CVCL_A758	0.3730
CVCL_0253	CVCL_0031	0.3337
CVCL_0253	CVCL_0033	0.3202
CVCL_0253	CVCL_0179	0.3186
CVCL_0253	CVCL_0418	0.3294
CVCL_0253	CVCL_1115	0.3175
CVCL_0253	CVCL_1251	0.3184
CVCL_0253	CVCL_1263	0.2658
CVCL_0253	CVCL_1661	0.2747
CVCL_0253	CVCL_1782	0.3501
CVCL_0253	CVCL_1812	0.3500
CVCL_0253	CVCL_2094	0.3188
CVCL_0258	CVCL_0064	0.0864
CVCL_0258	CVCL_0614	0.0895
CVCL_0258	CVCL_1071	0.1004
CVCL_0258	CVCL_1425	0.0948
CVCL_0258	CVCL_1619	0.0812
CVCL_0258	CVCL_1620	0.1052
CVCL_0258	CVCL_1694	0.1178
CVCL_0258	CVCL_2071	0.1041
CVCL_0258	CVCL_2119	0.0881
CVCL_0258	CVCL_2122	0.0889
CVCL_0258	CVCL_2196	0.1022
CVCL_0270	CVCL_1094	0.1963
CVCL_0270	CVCL_1301	0.1913
CVCL_0270	CVCL_1577	0.1997
CVCL_0270	CVCL_1755	0.2133
CVCL_0270	CVCL_2010	0.1918
CVCL_0270	CVCL_8002	0.1605
CVCL_0270	CVCL_8005	0.1412
CVCL_0270	CVCL_8007	0.1744
CVCL_0270	CVCL_M156	0.1907
CVCL_0270	CVCL_U757	0.1914
CVCL_0270	CVCL_WS70	0.2107
CVCL_0290	CVCL_0419	0.3180
CVCL_0290	CVCL_1114	0.3237
CVCL_0290	CVCL_1131	0.3991
CVCL_0290	CVCL_1259	0.3860
CVCL_0290	CVCL_1270	0.3928
CVCL_0290	CVCL_1289	0.3978
CVCL_0290	CVCL_2067	0.3731
CVCL_0290	CVCL_2314	0.4000
CVCL_0290	CVCL_2465	0.4081
CVCL_0290	CVCL_2678	0.3507
CVCL_0290	CVCL_2752	0.3841
CVCL_0291	CVCL_0102	0.4216
CVCL_0291	CVCL_0292	0.4504
CVCL_0291	CVCL_0293	0.4899
CVCL_0291	CVCL_1547	0.5017
CVCL_0291	CVCL_1724	0.4556
CVCL_0291	CVCL_1768	0.4790
CVCL_0291	CVCL_2112	0.4956
CVCL_0291	CVCL_2925	0.4898
CVCL_0291	CVCL_2928	0.4392
CVCL_0291	CVCL_2931	0.4748
CVCL_0291	CVCL_5112	0.4291
CVCL_0292	CVCL_0102	0.3249
CVCL_0292	CVCL_0248	0.2397
CVCL_0292	CVCL_0397	0.3007
CVCL_0292	CVCL_1294	0.3075
CVCL_0292	CVCL_1382	0.3197
CVCL_0292	CVCL_1385	0.2719
CVCL_0292	CVCL_1708	0.3255
CVCL_0292	CVCL_1980	0.2999
CVCL_0292	CVCL_2450	0.3205
CVCL_0292	CVCL_2873	0.3250
CVCL_0292	CVCL_5044	0.3254
CVCL_0293	CVCL_0294	0.3601
CVCL_0293	CVCL_1050	0.3706
CVCL_0293	CVCL_1110	0.3655
CVCL_0293	CVCL_1304	0.3733
CVCL_0293	CVCL_2923	0.3374
CVCL_0293	CVCL_2925	0.2739
CVCL_0293	CVCL_2928	0.3595
CVCL_0293	CVCL_3613	0.3709
CVCL_0293	CVCL_4655	0.3513
CVCL_0293	CVCL_4658	0.3725
CVCL_0293	CVCL_7937	0.3419
CVCL_0294	CVCL_0293	0.3601
CVCL_0294	CVCL_1304	0.3275
CVCL_0294	CVCL_1615	0.3926
CVCL_0294	CVCL_2925	0.4009
CVCL_0294	CVCL_2927	0.3999
CVCL_0294	CVCL_3613	0.3634
CVCL_0294	CVCL_4640	0.4036
CVCL_0294	CVCL_4658	0.3719
CVCL_0294	CVCL_E063	0.3936
CVCL_0294	CVCL_V609	0.3951
CVCL_0294	CVCL_V610	0.4066
CVCL_0312	CVCL_0359	0.4491
CVCL_0312	CVCL_0426	0.5390
CVCL_0312	CVCL_0533	0.5013
CVCL_0312	CVCL_1048	0.5193
CVCL_0312	CVCL_1054	0.4920
CVCL_0312	CVCL_1427	0.5241
CVCL_0312	CVCL_1547	0.5579
CVCL_0312	CVCL_1629	0.4473
CVCL_0312	CVCL_1798	0.5135
CVCL_0312	CVCL_2270	0.4338
CVCL_0312	CVCL_3015	0.4996
CVCL_0313	CVCL_0320	0.2036
CVCL_0313	CVCL_0555	0.2182
CVCL_0313	CVCL_0626	0.2498
CVCL_0313	CVCL_1382	0.2559
CVCL_0313	CVCL_1708	0.2560
CVCL_0313	CVCL_1846	0.2537
CVCL_0313	CVCL_3084	0.2179
CVCL_0313	CVCL_5038	0.2508
CVCL_0313	CVCL_5078	0.2348
CVCL_0313	CVCL_8877	0.2461
CVCL_0313	CVCL_9980	0.2484
CVCL_0317	CVCL_0633	0.4030
CVCL_0317	CVCL_1057	0.4108
CVCL_0317	CVCL_1059	0.3580
CVCL_0317	CVCL_1070	0.3908
CVCL_0317	CVCL_1226	0.3862
CVCL_0317	CVCL_1229	0.2762
CVCL_0317	CVCL_1381	0.3429
CVCL_0317	CVCL_1690	0.3794
CVCL_0317	CVCL_5723	0.3415
CVCL_0317	CVCL_5779	0.2412
CVCL_0317	CVCL_8481	0.4113
CVCL_0318	CVCL_0331	0.2003
CVCL_0318	CVCL_0527	0.1595
CVCL_0318	CVCL_1057	0.1388
CVCL_0318	CVCL_1059	0.1904
CVCL_0318	CVCL_1135	0.1582
CVCL_0318	CVCL_1303	0.1765
CVCL_0318	CVCL_1402	0.1658
CVCL_0318	CVCL_1403	0.1857
CVCL_0318	CVCL_1997	0.1769
CVCL_0318	CVCL_3962	0.1830
CVCL_0318	CVCL_6805	0.1778
CVCL_0320	CVCL_0545	0.1787
CVCL_0320	CVCL_0555	0.1801
CVCL_0320	CVCL_1382	0.1734
CVCL_0320	CVCL_1386	0.1668
CVCL_0320	CVCL_1708	0.1772
CVCL_0320	CVCL_2873	0.1777
CVCL_0320	CVCL_3084	0.1769
CVCL_0320	CVCL_5044	0.1701
CVCL_0320	CVCL_5078	0.1611
CVCL_0320	CVCL_8877	0.1636
CVCL_0320	CVCL_9980	0.1769
CVCL_0324	CVCL_0546	0.4089
CVCL_0324	CVCL_1095	0.4367
CVCL_0324	CVCL_1100	0.3912
CVCL_0324	CVCL_1500	0.3955
CVCL_0324	CVCL_1636	0.4223
CVCL_0324	CVCL_2036	0.4414
CVCL_0324	CVCL_2463	0.4443
CVCL_0324	CVCL_2983	0.3713
CVCL_0324	CVCL_3079	0.4415
CVCL_0324	CVCL_5250	0.4408
CVCL_0324	CVCL_M261	0.4291
CVCL_0326	CVCL_0027	0.3520
CVCL_0326	CVCL_0336	0.3003
CVCL_0326	CVCL_0364	0.2984
CVCL_0326	CVCL_1096	0.4075
CVCL_0326	CVCL_2805	0.3258
CVCL_0326	CVCL_2908	0.4251
CVCL_0326	CVCL_2956	0.3853
CVCL_0326	CVCL_3082	0.4638
CVCL_0326	CVCL_3840	0.2950
CVCL_0326	CVCL_4381	0.4478
CVCL_0326	CVCL_5102	0.4194
CVCL_0331	CVCL_0039	0.2608
CVCL_0331	CVCL_0040	0.2464
CVCL_0331	CVCL_0318	0.2003
CVCL_0331	CVCL_0527	0.2514
CVCL_0331	CVCL_0600	0.2438
CVCL_0331	CVCL_1057	0.1873
CVCL_0331	CVCL_1135	0.2144
CVCL_0331	CVCL_1303	0.2523
CVCL_0331	CVCL_1403	0.2600
CVCL_0331	CVCL_1997	0.2458
CVCL_0331	CVCL_6805	0.2423
CVCL_0332	CVCL_0715	0.2482
CVCL_0332	CVCL_0726	0.2656
CVCL_0332	CVCL_0814	0.2679
CVCL_0332	CVCL_0863	0.2383
CVCL_0332	CVCL_0891	0.2454
CVCL_0332	CVCL_0932	0.2526
CVCL_0332	CVCL_0938	0.2657
CVCL_0332	CVCL_0941	0.2576
CVCL_0332	CVCL_1031	0.2610
CVCL_0332	CVCL_3605	0.2655
CVCL_0332	CVCL_3806	0.2522
CVCL_0333	CVCL_0401	0.4186
CVCL_0333	CVCL_0608	0.4392
CVCL_0333	CVCL_0633	0.3925
CVCL_0333	CVCL_1054	0.4084
CVCL_0333	CVCL_1226	0.4404
CVCL_0333	CVCL_1783	0.4311
CVCL_0333	CVCL_3156	0.4272
CVCL_0333	CVCL_3960	0.4322
CVCL_0333	CVCL_4849	0.3877
CVCL_0333	CVCL_5135	0.4417
CVCL_0333	CVCL_5723	0.4229
CVCL_0334	CVCL_0243	0.5649
CVCL_0334	CVCL_0392	0.5260
CVCL_0334	CVCL_0554	0.5505
CVCL_0334	CVCL_1054	0.5532
CVCL_0334	CVCL_1226	0.5705
CVCL_0334	CVCL_1688	0.5469
CVCL_0334	CVCL_2309	0.5108
CVCL_0334	CVCL_2681	0.5695
CVCL_0334	CVCL_2891	0.5761
CVCL_0334	CVCL_U797	0.5636
CVCL_0334	CVCL_V586	0.5589
CVCL_0336	CVCL_0025	0.3300
CVCL_0336	CVCL_0027	0.2685
CVCL_0336	CVCL_0326	0.3003
CVCL_0336	CVCL_0364	0.2794
CVCL_0336	CVCL_1096	0.3056
CVCL_0336	CVCL_2805	0.2305
CVCL_0336	CVCL_2908	0.3269
CVCL_0336	CVCL_2956	0.2556
CVCL_0336	CVCL_3840	0.3258
CVCL_0336	CVCL_4381	0.2904
CVCL_0336	CVCL_5102	0.4014
CVCL_0337	CVCL_0466	0.1828
CVCL_0337	CVCL_1126	0.1718
CVCL_0337	CVCL_1280	0.1857
CVCL_0337	CVCL_1414	0.1828
CVCL_0337	CVCL_1424	0.1175
CVCL_0337	CVCL_1866	0.1789
CVCL_0337	CVCL_1913	0.1594
CVCL_0337	CVCL_2016	0.1825
CVCL_0337	CVCL_2022	0.1783
CVCL_0337	CVCL_3526	0.1530
CVCL_0337	CVCL_8797	0.1516
CVCL_0346	CVCL_0528	0.0575
CVCL_0346	CVCL_1123	0.0716
CVCL_0346	CVCL_1341	0.0686
CVCL_0346	CVCL_1458	0.0915
CVCL_0346	CVCL_1695	0.0802
CVCL_0346	CVCL_1701	0.0766
CVCL_0346	CVCL_1771	0.0930
CVCL_0346	CVCL_2092	0.0950
CVCL_0346	CVCL_2141	0.0595
CVCL_0346	CVCL_2143	0.0694
CVCL_0346	CVCL_5627	0.0883
CVCL_0359	CVCL_0366	0.3898
CVCL_0359	CVCL_0401	0.3474
CVCL_0359	CVCL_0871	0.4173
CVCL_0359	CVCL_1054	0.2959
CVCL_0359	CVCL_1311	0.4154
CVCL_0359	CVCL_1427	0.3580
CVCL_0359	CVCL_1544	0.3858
CVCL_0359	CVCL_1553	0.3933
CVCL_0359	CVCL_1629	0.4209
CVCL_0359	CVCL_1689	0.4163
CVCL_0359	CVCL_1722	0.4301
CVCL_0360	CVCL_0025	0.5679
CVCL_0360	CVCL_0336	0.5629
CVCL_0360	CVCL_0363	0.2225
CVCL_0360	CVCL_1096	0.5619
CVCL_0360	CVCL_1291	0.4761
CVCL_0360	CVCL_1549	0.5928
CVCL_0360	CVCL_2785	0.5813
CVCL_0360	CVCL_2908	0.5906
CVCL_0360	CVCL_3088	0.3872
CVCL_0360	CVCL_3152	0.5757
CVCL_0360	CVCL_4381	0.4295
CVCL_0363	CVCL_0336	0.5821
CVCL_0363	CVCL_0360	0.2225
CVCL_0363	CVCL_1066	0.5672
CVCL_0363	CVCL_1291	0.4010
CVCL_0363	CVCL_1476	0.5527
CVCL_0363	CVCL_1523	0.5921
CVCL_0363	CVCL_1549	0.5816
CVCL_0363	CVCL_2749	0.5918
CVCL_0363	CVCL_3088	0.4029
CVCL_0363	CVCL_3152	0.6013
CVCL_0363	CVCL_4381	0.5829
CVCL_0364	CVCL_0025	0.3263
CVCL_0364	CVCL_0027	0.3020
CVCL_0364	CVCL_0076	0.3236
CVCL_0364	CVCL_0326	0.2984
CVCL_0364	CVCL_0336	0.2794
CVCL_0364	CVCL_1096	0.3328
CVCL_0364	CVCL_1382	0.3470
CVCL_0364	CVCL_2805	0.2787
CVCL_0364	CVCL_2956	0.2800
CVCL_0364	CVCL_3082	0.3522
CVCL_0364	CVCL_9980	0.3454
CVCL_0366	CVCL_0250	0.3366
CVCL_0366	CVCL_0359	0.3898
CVCL_0366	CVCL_0401	0.3670
CVCL_0366	CVCL_1054	0.4157
CVCL_0366	CVCL_1226	0.3707
CVCL_0366	CVCL_1674	0.3899
CVCL_0366	CVCL_1715	0.4267
CVCL_0366	CVCL_1716	0.3894
CVCL_0366	CVCL_2447	0.4092
CVCL_0366	CVCL_4402	0.4244
CVCL_0366	CVCL_5010	0.4119
CVCL_0371	CVCL_0101	0.1730
CVCL_0371	CVCL_0626	0.1987
CVCL_0371	CVCL_1386	0.1757
CVCL_0371	CVCL_1708	0.1894
CVCL_0371	CVCL_1980	0.1714
CVCL_0371	CVCL_2961	0.1643
CVCL_0371	CVCL_5044	0.1997
CVCL_0371	CVCL_5072	0.1932
CVCL_0371	CVCL_5086	0.1954
CVCL_0371	CVCL_5111	0.1903
CVCL_0371	CVCL_8877	0.1729
CVCL_0378	CVCL_0021	0.4139
CVCL_0378	CVCL_0844	0.4409
CVCL_0378	CVCL_1608	0.4497
CVCL_0378	CVCL_1796	0.4361
CVCL_0378	CVCL_2050	0.3454
CVCL_0378	CVCL_2799	0.3932
CVCL_0378	CVCL_3955	0.3678
CVCL_0378	CVCL_3957	0.4496
CVCL_0378	CVCL_5010	0.4369
CVCL_0378	CVCL_5033	0.3716
CVCL_0378	CVCL_5080	0.3614
CVCL_0379	CVCL_0064	0.1721
CVCL_0379	CVCL_0216	0.1242
CVCL_0379	CVCL_0258	0.1721
CVCL_0379	CVCL_0614	0.1537
CVCL_0379	CVCL_2106	0.1077
CVCL_0379	CVCL_2119	0.1631
CVCL_0379	CVCL_2120	0.1733
CVCL_0379	CVCL_2122	0.1516
CVCL_0379	CVCL_2149	0.1318
CVCL_0379	CVCL_2196	0.1455
CVCL_0379	CVCL_3043	0.1749
CVCL_0388	CVCL_0064	0.2250
CVCL_0388	CVCL_0216	0.1948
CVCL_0388	CVCL_0379	0.2282
CVCL_0388	CVCL_0614	0.2151
CVCL_0388	CVCL_1619	0.2054
CVCL_0388	CVCL_2071	0.2134
CVCL_0388	CVCL_2106	0.1802
CVCL_0388	CVCL_2120	0.2268
CVCL_0388	CVCL_2122	0.1956
CVCL_0388	CVCL_2196	0.2173
CVCL_0388	CVCL_3043	0.1839
CVCL_0392	CVCL_0633	0.3544
CVCL_0392	CVCL_0844	0.4175
CVCL_0392	CVCL_0863	0.4305
CVCL_0392	CVCL_1226	0.3578
CVCL_0392	CVCL_1227	0.3819
CVCL_0392	CVCL_1688	0.3714
CVCL_0392	CVCL_1690	0.3894
CVCL_0392	CVCL_3955	0.4015
CVCL_0392	CVCL_3956	0.4280
CVCL_0392	CVCL_5010	0.3982
CVCL_0392	CVCL_A758	0.4159
CVCL_0393	CVCL_0600	0.2273
CVCL_0393	CVCL_0851	0.2853
CVCL_0393	CVCL_0950	0.2277
CVCL_0393	CVCL_1036	0.2866
CVCL_0393	CVCL_1057	0.2589
CVCL_0393	CVCL_1097	0.2732
CVCL_0393	CVCL_1135	0.2435
CVCL_0393	CVCL_1303	0.2708
CVCL_0393	CVCL_1672	0.2877
CVCL_0393	CVCL_6805	0.2225
CVCL_0393	CVCL_6809	0.2195
CVCL_0394	CVCL_0401	0.4137
CVCL_0394	CVCL_0556	0.3958
CVCL_0394	CVCL_0633	0.4185
CVCL_0394	CVCL_0844	0.4211
CVCL_0394	CVCL_1227	0.4158
CVCL_0394	CVCL_1690	0.3844
CVCL_0394	CVCL_1706	0.4033
CVCL_0394	CVCL_3955	0.4160
CVCL_0394	CVCL_3957	0.4037
CVCL_0394	CVCL_5010	0.3685
CVCL_0394	CVCL_A758	0.4295
CVCL_0397	CVCL_1382	0.1187
CVCL_0397	CVCL_1385	0.1111
CVCL_0397	CVCL_1386	0.1144
CVCL_0397	CVCL_1708	0.1002
CVCL_0397	CVCL_1980	0.0909
CVCL_0397	CVCL_2450	0.1255
CVCL_0397	CVCL_2873	0.0968
CVCL_0397	CVCL_2917	0.1388
CVCL_0397	CVCL_5044	0.1064
CVCL_0397	CVCL_5111	0.1167
CVCL_0397	CVCL_8877	0.1139
CVCL_0399	CVCL_0397	0.2612
CVCL_0399	CVCL_1385	0.2235
CVCL_0399	CVCL_1386	0.2394
CVCL_0399	CVCL_1980	0.2401
CVCL_0399	CVCL_2450	0.2298
CVCL_0399	CVCL_2520	0.2795
CVCL_0399	CVCL_2873	0.2728
CVCL_0399	CVCL_5044	0.2663
CVCL_0399	CVCL_5058	0.2440
CVCL_0399	CVCL_5078	0.2643
CVCL_0399	CVCL_5111	0.2419
CVCL_0401	CVCL_0250	0.3013
CVCL_0401	CVCL_0633	0.2845
CVCL_0401	CVCL_0715	0.2788
CVCL_0401	CVCL_0726	0.2770
CVCL_0401	CVCL_0844	0.2664
CVCL_0401	CVCL_0863	0.2520
CVCL_0401	CVCL_1031	0.2971
CVCL_0401	CVCL_1722	0.2840
CVCL_0401	CVCL_1798	0.3026
CVCL_0401	CVCL_3957	0.2972
CVCL_0401	CVCL_5010	0.2546
CVCL_0418	CVCL_0031	0.2706
CVCL_0418	CVCL_0033	0.2785
CVCL_0418	CVCL_0179	0.2635
CVCL_0418	CVCL_1115	0.1886
CVCL_0418	CVCL_1251	0.2364
CVCL_0418	CVCL_1254	0.3004
CVCL_0418	CVCL_1263	0.2349
CVCL_0418	CVCL_1661	0.2452
CVCL_0418	CVCL_1782	0.2877
CVCL_0418	CVCL_2094	0.2863
CVCL_0418	CVCL_4748	0.3015
CVCL_0419	CVCL_0033	0.3680
CVCL_0419	CVCL_0290	0.3180
CVCL_0419	CVCL_1114	0.3681
CVCL_0419	CVCL_1259	0.3491
CVCL_0419	CVCL_1270	0.3663
CVCL_0419	CVCL_1483	0.4138
CVCL_0419	CVCL_1494	0.4266
CVCL_0419	CVCL_1782	0.3991
CVCL_0419	CVCL_2062	0.3839
CVCL_0419	CVCL_2067	0.4153
CVCL_0419	CVCL_B260	0.3691
CVCL_0425	CVCL_0064	0.2694
CVCL_0425	CVCL_0216	0.2398
CVCL_0425	CVCL_0258	0.2609
CVCL_0425	CVCL_0379	0.2223
CVCL_0425	CVCL_0614	0.2317
CVCL_0425	CVCL_1620	0.2461
CVCL_0425	CVCL_2106	0.2383
CVCL_0425	CVCL_2119	0.2598
CVCL_0425	CVCL_2122	0.2544
CVCL_0425	CVCL_2191	0.2656
CVCL_0425	CVCL_2196	0.2346
CVCL_0426	CVCL_0715	0.4161
CVCL_0426	CVCL_0726	0.4064
CVCL_0426	CVCL_0814	0.4125
CVCL_0426	CVCL_0827	0.3930
CVCL_0426	CVCL_0855	0.4144
CVCL_0426	CVCL_0941	0.3742
CVCL_0426	CVCL_0966	0.3929
CVCL_0426	CVCL_0979	0.3890
CVCL_0426	CVCL_1031	0.3720
CVCL_0426	CVCL_1518	0.3792
CVCL_0426	CVCL_V617	0.4049
CVCL_0428	CVCL_0205	0.4110
CVCL_0428	CVCL_0270	0.4580
CVCL_0428	CVCL_1058	0.4402
CVCL_0428	CVCL_1221	0.4355
CVCL_0428	CVCL_1301	0.4580
CVCL_0428	CVCL_1338	0.4273
CVCL_0428	CVCL_1567	0.4594
CVCL_0428	CVCL_1755	0.4446
CVCL_0428	CVCL_4W58	0.4079
CVCL_0428	CVCL_8002	0.3783
CVCL_0428	CVCL_U757	0.4223
CVCL_0434	CVCL_0626	0.3303
CVCL_0434	CVCL_0632	0.3133
CVCL_0434	CVCL_1708	0.3254
CVCL_0434	CVCL_1846	0.3176
CVCL_0434	CVCL_2520	0.3192
CVCL_0434	CVCL_3084	0.2926
CVCL_0434	CVCL_5038	0.3175
CVCL_0434	CVCL_5044	0.3239
CVCL_0434	CVCL_5078	0.3249
CVCL_0434	CVCL_5111	0.3271
CVCL_0434	CVCL_8877	0.3135
CVCL_0445	CVCL_0527	0.1970
CVCL_0445	CVCL_1097	0.2101
CVCL_0445	CVCL_1135	0.2317
CVCL_0445	CVCL_1303	0.2274
CVCL_0445	CVCL_1402	0.2078
CVCL_0445	CVCL_1672	0.2230
CVCL_0445	CVCL_1997	0.2200
CVCL_0445	CVCL_3962	0.2050
CVCL_0445	CVCL_6805	0.1666
CVCL_0445	CVCL_6809	0.1962
CVCL_0445	CVCL_A341	0.2371
CVCL_0454	CVCL_1056	0.4734
CVCL_0454	CVCL_1067	0.4456
CVCL_0454	CVCL_1329	0.4402
CVCL_0454	CVCL_1464	0.3977
CVCL_0454	CVCL_1721	0.4206
CVCL_0454	CVCL_2787	0.4135
CVCL_0454	CVCL_3613	0.4636
CVCL_0454	CVCL_5008	0.4470
CVCL_0454	CVCL_8788	0.4558
CVCL_0454	CVCL_M467	0.4468
CVCL_0454	CVCL_V610	0.4651
CVCL_0455	CVCL_0186	0.4734
CVCL_0455	CVCL_1086	0.4557
CVCL_0455	CVCL_1218	0.4640
CVCL_0455	CVCL_1287	0.4619
CVCL_0455	CVCL_1482	0.3979
CVCL_0455	CVCL_1635	0.4257
CVCL_0455	CVCL_2457	0.4055
CVCL_0455	CVCL_2661	0.4717
CVCL_0455	CVCL_3599	0.4522
CVCL_0455	CVCL_5105	0.4722
CVCL_0455	CVCL_L083	0.4411
CVCL_0459	CVCL_0023	0.3954
CVCL_0459	CVCL_0030	0.5295
CVCL_0459	CVCL_0317	0.5292
CVCL_0459	CVCL_0364	0.5556
CVCL_0459	CVCL_1059	0.5438
CVCL_0459	CVCL_1195	0.5526
CVCL_0459	CVCL_1338	0.5548
CVCL_0459	CVCL_1495	0.5333
CVCL_0459	CVCL_1508	0.5516
CVCL_0459	CVCL_1515	0.4920
