ENSG00000000003	O43657
ENST00000298919	Q6ZMN7
ENST00000298942	Q96BW5
ENST00000298943	Q5VWW1
ENST00000298966	Q9NRQ5
ENST00000298972	Q96PR1
ENST00000299001	Q7Z3Z4
ENST00000299022	P11150
ENST00000299045	Q8N4U5
ENST00000299084	Q7Z699
ENST00000299088	Q9H972
ENST00000299092	Q14439
ENST00000299106	Q9BX67
ENST00000299130	Q9P287
ENST00000299135	Q8TBZ3
ENST00000299138	Q96QK1
ENST00000299140	Q7Z5L4
ENST00000299155	Q9BXJ7
ENST00000299157	Q70UQ0
ENST00000299162	Q96NZ1
ENST00000299163	Q9NWT6
ENST00000299164	Q8TE58
ENST00000299166	O95169
ENST00000299167	Q93100
ENST00000299173	Q96K21
ENST00000299174	Q9NXH3
ENST00000299178	P37288
ENST00000299179	Q8N983
ENST00000299185	Q8N2C3
ENST00000299191	Q8WTQ4
ENST00000299192	Q7Z4Q2
ENST00000299194	Q8N967
ENST00000299204	Q9UL15
ENST00000299206	Q9UGP5
ENST00000299213	Q9BRS8
ENST00000299237	Q9P2F9
ENST00000299238	Q86YV9
ENST00000299240	Q96AE7
ENST00000299252	Q00987
ENST00000299259	P61201
ENST00000299267	P28472
ENST00000299275	Q9HAU0
ENST00000299290	Q96M53
ENST00000299295	Q9H9P2
ENST00000299299	P61457
ENST00000299300	P78371
ENST00000299308	Q14DG7
ENST00000299314	Q3T906
ENST00000299320	Q8IYS4
ENST00000299333	Q9NY72
ENST00000299335	Q9Y6N1
ENST00000299338	Q96M60
ENST00000299339	P78369
ENST00000299340	Q96J86
ENST00000299355	P24752
ENST00000299367	P06681
ENST00000299381	Q96DE5
ENST00000299402	O00213
ENST00000299413	Q96DX7
ENST00000299415	A6NF36
ENST00000299421	Q13418
ENST00000299424	Q12962
ENST00000299427	O14773
ENST00000299432	Q4VC12
ENST00000299440	P15918
ENST00000299441	Q96JQ0
ENST00000299443	Q86YR6
ENST00000299454	Q9H207
ENST00000299459	Q9H210
ENST00000299481	Q86W24
ENST00000299492	Q8ND30
ENST00000299498	Q6BCY4
ENST00000299502	P05120
ENST00000299505	O15063
ENST00000299506	P50607
ENST00000299518	P50213
ENST00000299529	P29762
ENST00000299563	Q8NCN4
ENST00000299565	P30532
ENST00000299572	Q96H22
ENST00000299575	O43313
ENST00000299576	Q9NQ31
ENST00000299578	Q6P387
ENST00000299596	Q5BJD5
ENST00000299601	Q8WVC0
ENST00000299608	Q96JJ7
ENST00000299610	P55083
ENST00000299612	Q13164
ENST00000299613	P30291
ENST00000299626	Q9BVK2
ENST00000299633	Q9Y3E1
ENST00000299638	P0CAP2
ENST00000299641	P52849
ENST00000299642	O75596
ENST00000299663	Q9ULY5
ENST00000299665	Q8WXI8
ENST00000299667	P17036
ENST00000299687	Q9C0G0
ENST00000299694	Q3B7T3
ENST00000299698	A8K2U0
ENST00000299705	Q9Y3Q3
ENST00000299709	A6NNN8
ENST00000299721	Q7Z7G2
ENST00000299727	P47211
ENST00000299732	Q96DY2
ENST00000299736	Q7Z7K6
ENST00000299752	O75309
ENST00000299759	P55042
ENST00000299766	P32245
ENST00000299767	P14625
ENST00000299798	Q14940
ENST00000299821	Q6IBW4
ENST00000299824	Q96T49
ENST00000299847	Q494W8
ENST00000299853	Q9NVU0
ENST00000299855	P08254
ENST00000299866	A6NH52
ENST00000299871	Q13398
ENST00000299882	Q9H3S3
ENST00000299886	Q8WTW3
ENST00000299927	Q92610
ENST00000299952	Q96A59
ENST00000299957	Q6P4E1
ENST00000299961	P46098
ENST00000299964	P40261
ENST00000299977	Q08AF3
ENST00000299980	O43747
ENST00000300005	A8K979
ENST00000300006	Q96MC5
ENST00000300022	Q96NS1
ENST00000300026	P23284
ENST00000300027	Q9NVI1
ENST00000300030	Q9H5X1
ENST00000300035	Q15004
ENST00000300036	P35749
ENST00000300038	Q8IX04
ENST00000300051	Q86WU2
ENST00000300055	O60240
ENST00000300056	O75192
ENST00000300057	Q9BRJ9
ENST00000300060	P15144
ENST00000300061	P51170
ENST00000300069	Q6ZRY4
ENST00000300079	Q969I3
ENST00000300086	Q9NYB0
ENST00000300087	Q9BTE1
ENST00000300091	Q8IYD9
ENST00000300093	P53350
ENST00000300098	O15218
ENST00000300101	O15060
ENST00000300105	Q9Y698
ENST00000300107	O76031
ENST00000300108	Q9UHF0
ENST00000300113	O43745
ENST00000300119	Q9UBC5
ENST00000300127	Q8NGJ1
ENST00000300128	O14524
ENST00000300131	Q15742
ENST00000300134	P42226
ENST00000300141	Q6V1X1
ENST00000300145	Q9Y6H3
ENST00000300146	Q86TB9
ENST00000300151	Q9NX20
ENST00000300175	P05408
ENST00000300176	O95081
ENST00000300177	O60565
ENST00000300179	Q6ZVC0
ENST00000300181	Q9Y3Q8
ENST00000300182	Q96DS6
ENST00000300184	Q9GZW8
ENST00000300187	Q96JA4
ENST00000300190	Q9H3V2
ENST00000300209	Q96AZ1
ENST00000300213	O95273
ENST00000300226	Q9BY19
ENST00000300227	Q5BJE1
ENST00000300231	P78559
ENST00000300245	Q9H8T0
ENST00000300249	Q15555
ENST00000300255	P58658
ENST00000300258	Q8TDR4
ENST00000300278	P18583
ENST00000300283	P12532
ENST00000300289	P30101
ENST00000300291	O43809
ENST00000300302	Q15011
ENST00000300303	Q8N8M0
ENST00000300305	Q01196
ENST00000300399	Q8NFQ6
ENST00000300403	Q9ULW0
ENST00000300404	Q8NHY0
ENST00000300406	O14610
ENST00000300408	P35232
ENST00000300413	P62314
ENST00000300417	Q6UWE0
ENST00000300432	Q5T9C9
ENST00000300433	Q6UXU6
ENST00000300441	Q96CM8
ENST00000300452	Q9Y3A0
ENST00000300456	Q6P1M0
ENST00000300469	Q9NP97
ENST00000300481	O94759
ENST00000300482	O94759
ENST00000300504	Q8IYX1
ENST00000300527	P12110
ENST00000300540	Q03923
ENST00000300557	Q9BU68
ENST00000300571	Q9NZH0
ENST00000300574	P46108
ENST00000300575	Q96LL3
ENST00000300576	A6NDK9
ENST00000300584	Q9UPU7
ENST00000300589	Q9HC29
ENST00000300590	Q7Z614
ENST00000300591	Q8IVV2
ENST00000300605	Q9H0R4
ENST00000300619	Q05481
ENST00000300648	Q92616
ENST00000300650	Q8ND24
ENST00000300651	Q15648
ENST00000300658	Q96FM1
ENST00000300688	O75964
ENST00000300692	P04234
ENST00000300714	Q96N21
ENST00000300730	Q9UHJ9
ENST00000300737	Q13586
ENST00000300738	P23921
ENST00000300747	Q6AZZ1
ENST00000300762	Q9NRE1
ENST00000300773	Q9H339
ENST00000300778	Q8NH59
ENST00000300784	Q9H479
ENST00000300797	Q7Z6L0
ENST00000300811	Q96B54
ENST00000300823	Q9NYT6
ENST00000300835	Q9BWN1
ENST00000300843	Q96L34
ENST00000300849	Q96K58
ENST00000300850	O15015
ENST00000300853	P07992
ENST00000300862	Q9Y2N7
ENST00000300870	Q14586
ENST00000300873	Q9UK08
ENST00000300880	Q96PG8
ENST00000300896	Q8NFA0
ENST00000300900	P22748
ENST00000300917	Q8ND04
ENST00000300935	P61006
ENST00000300952	Q504T8
ENST00000300954	Q6UW60
ENST00000300961	Q96MG2
ENST00000300976	Q53HC5
ENST00000301011	Q86VM9
ENST00000301012	P53602
ENST00000301015	Q92508
ENST00000301019	Q9H211
ENST00000301021	Q9UL33
ENST00000301030	Q6UB99
ENST00000301031	Q96N06
ENST00000301032	Q13432
ENST00000301039	Q8NCQ7
ENST00000301042	Q96N77
ENST00000301043	Q9BZG1
ENST00000301046	P00709
ENST00000301050	P54284
ENST00000301057	Q8NBR0
ENST00000301061	O00744
ENST00000301067	O14686
ENST00000301068	Q8TAI7
ENST00000301071	Q71U36
ENST00000301072	Q9BQE3
ENST00000301073	Q96C55
ENST00000301093	Q9NV72
ENST00000301096	P51522
ENST00000301141	P11509
ENST00000301146	P20853
ENST00000301149	P21695
ENST00000301159	Q96GY3
ENST00000301175	Q9UF12
ENST00000301178	P30530
ENST00000301180	Q9P265
ENST00000301183	Q9NW81
ENST00000301190	Q7Z3H0
ENST00000301194	Q9H313
ENST00000301200	Q6NZY7
ENST00000301202	Q6ISS4
ENST00000301204	Q8NBT3
ENST00000301215	Q8TF50
ENST00000301218	Q16478
ENST00000301242	Q96A00
ENST00000301244	O43291
ENST00000301246	Q9GZP8
ENST00000301258	O43653
ENST00000301263	Q14210
ENST00000301264	O43293
ENST00000301272	Q96BF3
ENST00000301280	Q13111
ENST00000301281	Q9BZV1
ENST00000301286	Q96Q06
ENST00000301295	Q96MN2
ENST00000301305	Q6P5W5
ENST00000301310	Q96NG8
ENST00000301318	Q8NHY6
ENST00000301324	Q8TBR7
ENST00000301327	Q96ES6
ENST00000301328	Q9HC38
ENST00000301329	Q9HC38
ENST00000301332	Q96AC6
ENST00000301335	Q8N370
ENST00000301336	Q96NA2
ENST00000301364	Q2NL82
ENST00000301365	Q8NET8
ENST00000301382	Q7Z5J1
ENST00000301391	Q8WUJ1
ENST00000301395	Q6P531
ENST00000301399	Q9BSK1
ENST00000301407	A6NKQ9
ENST00000301408	P0DN86
ENST00000301420	P06870
ENST00000301452	Q8TDN7
ENST00000301454	Q9BV35
ENST00000301455	Q9BY76
ENST00000301457	O95182
ENST00000301458	Q9NPF0
ENST00000301459	Q8IZ40
ENST00000301463	Q8NCJ5
ENST00000301464	P24592
ENST00000301466	O75908
ENST00000301475	Q96NG5
ENST00000301480	Q96MR9
ENST00000301488	O75956
ENST00000301490	Q8WV74
ENST00000301522	P32119
ENST00000301532	Q13606
ENST00000301547	Q9Y2A4
ENST00000301573	Q8TDQ1
ENST00000301585	Q14197
ENST00000301587	O75947
ENST00000301599	Q6PEY1
ENST00000301607	Q92817
ENST00000301608	Q15067
ENST00000301618	Q3V5L5
ENST00000301624	Q9HCJ0
ENST00000301634	P04183
ENST00000301645	P22680
ENST00000301653	P08779
ENST00000301656	Q7Z3Y8
ENST00000301659	Q96QA5
ENST00000301671	Q8N2G8
ENST00000301678	Q9H0X4
ENST00000301679	Q9H0X4
ENST00000301686	Q96S19
ENST00000301691	Q9BQB4
ENST00000301712	Q9H9P5
ENST00000301717	Q6PJ21
ENST00000301727	Q66K89
ENST00000301729	P42126
ENST00000301730	Q15287
ENST00000301732	Q99758
ENST00000301738	Q9NXV2
ENST00000301740	Q9UQ35
ENST00000301744	Q96LX8
ENST00000301761	Q9NX18
ENST00000301764	Q16531
ENST00000301765	A5D8V6
ENST00000301770	Q96DN2
ENST00000301773	Q8TBN0
ENST00000301776	Q7L266
ENST00000301785	Q1KMD3
ENST00000301788	P62487
ENST00000301790	Q96KN8
ENST00000301810	P09110
ENST00000301821	P08865
ENST00000301825	O75355
ENST00000301831	Q96C45
ENST00000301838	Q13158
ENST00000301843	Q14247
ENST00000301873	Q9NS15
ENST00000301887	Q8N1L9
ENST00000301891	Q9NSA0
ENST00000301894	P58401
ENST00000301896	Q3KP22
ENST00000301897	A6NC98
ENST00000301904	Q6AZY7
ENST00000301905	Q96KB5
ENST00000301908	Q13519
ENST00000301919	Q8NCY6
ENST00000301923	Q9UPQ9
ENST00000301935	Q04323
ENST00000301938	Q5XX13
ENST00000301944	Q96CM4
ENST00000301959	Q687X5
ENST00000301964	O75528
ENST00000301981	Q86X40
ENST00000301998	Q9NY97
ENST00000302000	Q9Y3Y4
ENST00000302003	O15527
ENST00000302005	Q12988
ENST00000302006	P78414
ENST00000302008	O15527
ENST00000302014	P08571
ENST00000302017	Q7Z7K2
ENST00000302035	Q13291
ENST00000302036	O15527
ENST00000302040	Q8NGI9
ENST00000302057	Q9BZI1
ENST00000302060	Q9H819
ENST00000302068	P02675
ENST00000302071	Q9Y6P5
ENST00000302078	O43660
ENST00000302079	Q9H5I5
ENST00000302085	Q15797
ENST00000302096	Q8TD35
ENST00000302097	P59817
ENST00000302101	Q02575
ENST00000302103	Q9Y231
ENST00000302118	Q8NBP7
ENST00000302124	Q8N0Y5
ENST00000302125	Q8WU39
ENST00000302127	Q9UK17
ENST00000302165	Q8IU81
ENST00000302174	Q9BW91
ENST00000302176	Q8N568
ENST00000302177	P55318
ENST00000302182	P0CG47
ENST00000302188	Q9H477
ENST00000302190	P34741
ENST00000302206	P06753
ENST00000302216	Q6PJT7
ENST00000302219	Q7Z5P4
ENST00000302228	O00182
ENST00000302236	Q9H5L6
ENST00000302243	Q9NUU7
ENST00000302247	O15263
ENST00000302250	Q8WW52
ENST00000302251	Q9GZP0
ENST00000302259	Q8WTU0
ENST00000302262	P10253
ENST00000302270	Q8NH10
ENST00000302271	O43390
ENST00000302274	Q9H5J4
ENST00000302277	Q7Z570
ENST00000302278	P05556
ENST00000302279	P49354
ENST00000302287	Q8TAG5
ENST00000302291	Q86V48
ENST00000302303	P48380
ENST00000302312	Q9NZD4
ENST00000302313	Q8TAF3
ENST00000302326	Q10571
ENST00000302327	Q9H160
ENST00000302328	Q9UI33
ENST00000302334	Q13515
ENST00000302342	O75362
ENST00000302345	Q8WVQ1
ENST00000302347	P05107
ENST00000302351	O14682
ENST00000302362	Q9NQ92
ENST00000302386	O95166
ENST00000302392	Q69YG0
ENST00000302418	P33176
ENST00000302422	Q8N2U0
ENST00000302445	Q15046
ENST00000302450	Q8IYA6
ENST00000302451	Q8N807
ENST00000302472	P35408
ENST00000302475	P23508
ENST00000302490	Q14722
ENST00000302495	P83105
ENST00000302500	Q96S66
ENST00000302503	Q9Y6C9
ENST00000302506	P30304
ENST00000302514	Q9BXJ3
ENST00000302516	Q15393
ENST00000302517	Q7LFL8
ENST00000302528	P30622
ENST00000302536	Q9HCJ6
ENST00000302538	Q12979
ENST00000302539	Q09428
ENST00000302541	Q8NFW9
ENST00000302548	Q96P67
ENST00000302550	Q9BSY9
ENST00000302555	P55259
ENST00000302558	O14715
ENST00000302572	Q96R08
ENST00000302581	Q96R09
ENST00000302584	Q15784
ENST00000302586	Q16773
ENST00000302609	P17030
ENST00000302622	Q8NGQ2
ENST00000302625	Q13319
ENST00000302628	P22676
ENST00000302631	O14828
ENST00000302632	Q9H244
ENST00000302640	Q14643
ENST00000302641	Q9BQR3
ENST00000302649	P20396
ENST00000302681	Q8NGT1
ENST00000302692	Q9BSK2
ENST00000302708	Q96Q83
ENST00000302731	Q92989
ENST00000302746	P11177
ENST00000302754	P17275
ENST00000302755	Q8WVL7
ENST00000302759	O43683
ENST00000302763	P35221
ENST00000302764	Q8WVJ2
ENST00000302783	A6NLP5
ENST00000302787	O95202
ENST00000302797	Q96LB2
ENST00000302804	Q9UQB9
ENST00000302805	O43610
ENST00000302819	Q99424
ENST00000302824	Q9NSY2
ENST00000302850	P06213
ENST00000302851	Q8N587
ENST00000302874	Q9H5U6
ENST00000302904	P17480
ENST00000302907	P46781
ENST00000302909	O14649
ENST00000302913	P22303
ENST00000302917	Q9BXU2
ENST00000302926	Q8NFZ4
ENST00000302937	Q9BSV6
ENST00000302938	Q8TC56
ENST00000302945	Q9H4S2
ENST00000302946	Q499Z3
ENST00000302955	P78352
ENST00000302956	Q9Y303
ENST00000302964	Q8WXC3
ENST00000302979	P0DPB6
ENST00000302987	Q14005
ENST00000302995	Q86UZ6
ENST00000303004	P17676
ENST00000303015	Q9NPC2
ENST00000303025	O43182
ENST00000303037	Q6GPI1
ENST00000303039	Q8NGP2
ENST00000303045	Q8NFW1
ENST00000303052	Q9HCP0
ENST00000303071	Q9NYP3
ENST00000303077	Q9NPC8
ENST00000303088	O14593
ENST00000303097	Q3SXY8
ENST00000303115	P16871
ENST00000303127	Q12907
ENST00000303142	Q8IYI0
ENST00000303143	P25067
ENST00000303145	Q8TC05
ENST00000303151	O75817
ENST00000303155	Q8NC67
ENST00000303177	Q9Y328
ENST00000303202	Q8WWR9
ENST00000303204	Q9Y255
ENST00000303210	P62879
ENST00000303212	Q99748
ENST00000303221	Q6PCB8
ENST00000303225	P21217
ENST00000303227	A6NK44
ENST00000303230	O60741
ENST00000303236	Q9NZJ5
ENST00000303251	Q969Q5
ENST00000303254	Q96LM6
ENST00000303277	A0AVI4
ENST00000303296	Q9H422
ENST00000303305	Q9UQ80
ENST00000303319	Q9H3L0
ENST00000303324	Q9GZK3
ENST00000303329	Q9HBZ2
ENST00000303334	Q6UWW8
ENST00000303343	Q9BRV3
ENST00000303354	Q15858
ENST00000303372	Q96GX1
ENST00000303375	Q9UBG0
ENST00000303383	Q8NEM2
ENST00000303391	P51608
ENST00000303395	P35498
ENST00000303400	Q7L5Y9
ENST00000303406	P09017
ENST00000303407	Q15059
ENST00000303415	Q9P1W8
ENST00000303434	Q9H4I3
ENST00000303436	P18085
ENST00000303450	P31274
ENST00000303459	A6NJ78
ENST00000303460	Q9NYD6
ENST00000303469	O95568
ENST00000303498	P43251
ENST00000303538	Q29RF7
ENST00000303545	Q8WU17
ENST00000303562	P01100
ENST00000303575	P49755
ENST00000303577	Q15365
ENST00000303586	P17039
ENST00000303592	P48050
ENST00000303596	Q96EK4
ENST00000303617	Q13825
ENST00000303622	P27448
ENST00000303635	Q9Y6Y1
ENST00000303645	Q8TCY5
ENST00000303657	P48378
ENST00000303665	Q68EM7
ENST00000303694	Q9NPF2
ENST00000303698	Q9UMS0
ENST00000303714	Q9H6X2
ENST00000303721	Q96C11
ENST00000303728	O14603
ENST00000303731	Q9Y5R8
ENST00000303735	Q08AI6
ENST00000303746	Q8NCW0
ENST00000303749	Q8N3Y7
ENST00000303757	O00453
ENST00000303759	Q9BUK0
ENST00000303766	Q15415
ENST00000303775	Q9Y5N5
ENST00000303786	Q8TCW9
ENST00000303790	O43448
ENST00000303795	Q8IW19
ENST00000303804	O14603
ENST00000303809	Q8WUU4
ENST00000303843	Q8NFH8
ENST00000303846	Q8TDD2
ENST00000303868	Q6ZQQ6
ENST00000303887	P33993
ENST00000303892	O95670
ENST00000303902	P0DJD3
ENST00000303904	Q7L5N1
ENST00000303910	P04908
ENST00000303915	P17036
ENST00000303921	O15354
ENST00000303924	Q92819
ENST00000303927	Q969G5
ENST00000303941	Q8NFD2
ENST00000303961	Q96KS0
ENST00000303965	Q8WZ64
ENST00000303991	Q7Z2K8
ENST00000304004	O15160
ENST00000304030	Q8NDP4
ENST00000304031	Q53T59
ENST00000304032	Q9UPQ3
ENST00000304043	P49773
ENST00000304046	Q8N138
ENST00000304053	Q16620
ENST00000304056	Q8IY47
ENST00000304058	Q8NBA8
ENST00000304060	Q8IYI8
ENST00000304061	Q9H6W3
ENST00000304062	O14810
ENST00000304081	Q96P26
ENST00000304084	Q9BXN2
ENST00000304101	Q9BQ31
ENST00000304116	Q8N9K5
ENST00000304129	Q8N4X5
ENST00000304141	O95810
ENST00000304164	O43795
ENST00000304166	P41586
ENST00000304177	Q8WUR7
ENST00000304189	Q9BQ89
ENST00000304191	Q9BTL3
ENST00000304195	A2A2Y4
ENST00000304207	P48546
ENST00000304218	P10412
ENST00000304222	P29275
ENST00000304231	Q9NSB8
ENST00000304236	Q8WXH6
ENST00000304239	Q8TAQ5
ENST00000304244	O00155
ENST00000304267	Q9H9S3
ENST00000304270	Q96QH8
ENST00000304271	Q96F05
ENST00000304283	Q6ZW76
ENST00000304298	Q16082
ENST00000304301	Q9BRJ7
ENST00000304311	Q3MIW9
ENST00000304312	P56385
ENST00000304330	Q9BWH6
ENST00000304332	O75367
ENST00000304337	Q8IY51
ENST00000304338	Q6NUP7
ENST00000304355	Q96QH8
ENST00000304361	Q5QGZ9
ENST00000304363	Q4FZB7
ENST00000304372	Q17RG1
ENST00000304374	P21918
ENST00000304381	Q7Z402
ENST00000304385	Q6P9G4
ENST00000304400	P19021
ENST00000304402	Q99680
ENST00000304411	Q9NS67
ENST00000304414	Q15041
ENST00000304421	P23945
ENST00000304430	P53370
ENST00000304434	Q9NYP7
ENST00000304449	O15226
ENST00000304457	Q01780
ENST00000304460	Q695T7
ENST00000304477	Q5T230
ENST00000304478	Q9HC36
ENST00000304494	P42771
ENST00000304501	Q9BT81
ENST00000304502	P11844
ENST00000304506	P35225
ENST00000304511	Q9H061
ENST00000304519	Q6P047
ENST00000304523	O43679
ENST00000304526	Q9Y5Q6
ENST00000304527	Q5HYK7
ENST00000304538	Q9NQV6
ENST00000304543	P17010
ENST00000304546	O95672
ENST00000304552	O00574
ENST00000304567	P31350
ENST00000304568	Q53R12
ENST00000304581	Q3KR16
ENST00000304593	Q9GZY8
ENST00000304611	Q13608
ENST00000304613	Q76NI1
ENST00000304620	Q8N1N4
ENST00000304621	Q8N584
ENST00000304623	Q9UQB3
ENST00000304625	P10153
ENST00000304636	P02461
ENST00000304639	P12724
ENST00000304646	O43749
ENST00000304658	Q96QU8
ENST00000304661	Q96EU7
ENST00000304672	Q6ISU1
ENST00000304677	Q93091
ENST00000304685	Q9NZL6
ENST00000304698	Q6P995
ENST00000304710	P28325
ENST00000304725	P09228
ENST00000304733	Q9H9R9
ENST00000304734	Q6DKI1
ENST00000304735	Q6EMK4
ENST00000304743	Q96RV3
ENST00000304748	P21462
ENST00000304749	P01037
ENST00000304758	Q4VCS5
ENST00000304760	Q5VZ18
ENST00000304771	Q96JE9
ENST00000304778	Q496Y0
ENST00000304786	P49458
ENST00000304788	Q8TBE9
ENST00000304790	Q96LI6
ENST00000304800	Q9BTX3
ENST00000304801	P07205
ENST00000304820	Q8NH93
ENST00000304842	O60507
ENST00000304858	P34932
ENST00000304863	P47985
ENST00000304874	P04424
ENST00000304880	Q8NGS0
ENST00000304883	P29371
ENST00000304886	P60880
ENST00000304887	Q8TAX7
ENST00000304895	P08236
ENST00000304905	Q8IYM2
ENST00000304915	P02814
ENST00000304916	Q96KN1
ENST00000304920	Q8TAD2
ENST00000304926	Q9NX65
ENST00000304936	O95371
ENST00000304952	Q9HCC6
ENST00000304954	P07498
ENST00000304979	O43447
ENST00000304987	Q9H0K1
ENST00000304992	Q6P2Q9
ENST00000305031	Q70JA7
ENST00000305046	P00325
ENST00000305051	Q8NH41
ENST00000305089	P48304
ENST00000305097	P47900
ENST00000305103	Q9GZQ3
ENST00000305105	O43257
ENST00000305107	P06133
ENST00000305108	Q9NZG7
ENST00000305123	P35568
ENST00000305124	P17677
ENST00000305135	Q9ULM3
ENST00000305138	O75943
ENST00000305139	P19224
ENST00000305141	Q9HB89
ENST00000305159	A6NND4
ENST00000305165	Q06141
ENST00000305188	Q56NI9
ENST00000305202	Q7Z6G3
ENST00000305208	P22309
ENST00000305218	P31948
ENST00000305231	P16662
ENST00000305232	Q8N6T7
ENST00000305233	Q6NUJ5
ENST00000305242	Q5T2S8
ENST00000305249	P25103
ENST00000305253	P50607
ENST00000305264	O15379
ENST00000305286	Q8N7B9
ENST00000305344	P28566
ENST00000305352	P21453
ENST00000305354	P48230
ENST00000305363	Q9UL52
ENST00000305364	Q9UPQ4
ENST00000305366	P30408
ENST00000305386	Q10469
ENST00000305392	P25105
ENST00000305409	P13521
ENST00000305414	Q92913
ENST00000305428	Q9UPX6
ENST00000305432	P41594
ENST00000305444	Q8NG95
ENST00000305447	P41594
ENST00000305454	Q8TAG6
ENST00000305476	Q9C0C4
ENST00000305479	Q8IUB5
ENST00000305494	Q86UB9
ENST00000305510	Q8NE01
ENST00000305513	Q8IYR2
ENST00000305531	Q68DX3
ENST00000305533	Q6IBS0
ENST00000305536	Q9Y388
ENST00000305544	P55268
ENST00000305557	Q9BST9
ENST00000305560	Q9BVQ7
ENST00000305572	Q6UXI9
ENST00000305579	P29459
ENST00000305586	P51114
ENST00000305596	O95400
ENST00000305620	Q7RTS7
ENST00000305625	Q8WWY6
ENST00000305626	Q9H082
ENST00000305628	Q9Y286
ENST00000305631	Q6QHC5
ENST00000305632	Q9Y4P3
ENST00000305641	O60294
ENST00000305690	Q8IVS8
ENST00000305737	Q6N021
ENST00000305738	Q8WXA2
ENST00000305747	Q6ZMG9
ENST00000305748	Q86Y46
ENST00000305762	Q13555
ENST00000305766	O75167
ENST00000305768	Q96ST8
ENST00000305783	Q5M7Z0
ENST00000305784	P23919
ENST00000305786	P99999
ENST00000305798	P62079
ENST00000305815	Q4G0N8
ENST00000305817	Q9UKY0
ENST00000305850	Q96H22
ENST00000305864	Q9ULC0
ENST00000305866	Q96JG6
ENST00000305869	P51671
ENST00000305877	P11274
ENST00000305879	Q8WW33
ENST00000305883	O14901
ENST00000305885	P39748
ENST00000305899	O60403
ENST00000305901	Q9UBC0
ENST00000305904	Q8TF09
ENST00000305921	O15297
ENST00000305943	Q5TA31
ENST00000305949	Q96DY7
ENST00000305958	Q9NWM0
ENST00000305963	Q8N4V1
ENST00000305978	P57086
ENST00000305988	P07550
ENST00000305991	O00631
ENST00000305997	Q6ZWT7
ENST00000306006	Q16600
ENST00000306011	Q92858
ENST00000306014	Q8TDD1
ENST00000306024	P62310
ENST00000306031	Q12882
ENST00000306042	P23469
ENST00000306049	Q96QE5
ENST00000306051	Q13258
ENST00000306052	Q14114
ENST00000306061	P04732
ENST00000306065	Q96NW4
ENST00000306071	P11230
ENST00000306072	Q96AZ6
ENST00000306077	Q9BTV4
ENST00000306078	Q8TAE7
ENST00000306084	Q86VQ3
ENST00000306085	Q9BRZ2
ENST00000306087	O95416
ENST00000306100	Q8N475
ENST00000306103	Q96EW2
ENST00000306107	Q13740
ENST00000306108	Q9BVS5
ENST00000306117	Q96KK3
ENST00000306120	P84996
ENST00000306121	Q9UNH6
ENST00000306125	P47897
ENST00000306145	Q6ZMK1
ENST00000306149	Q9Y534
ENST00000306151	Q685J3
ENST00000306156	Q02156
ENST00000306176	Q8TCW7
ENST00000306177	Q9H9J4
ENST00000306185	Q9BYD1
ENST00000306193	Q8N4T8
ENST00000306200	Q9P2W9
ENST00000306238	O95968
ENST00000306243	Q8NCH0
ENST00000306247	Q8NB16
ENST00000306268	Q12951
ENST00000306270	Q9P2D0
ENST00000306271	Q07627
ENST00000306279	Q96SQ7
ENST00000306306	Q9H6H4
ENST00000306312	P58743
ENST00000306315	Q9ULD9
ENST00000306317	Q8N145
ENST00000306318	P52951
ENST00000306320	Q9H6L5
ENST00000306322	Q9UQ72
ENST00000306324	P09016
ENST00000306329	Q9Y4B5
ENST00000306336	Q2NKX9
ENST00000306346	Q96N95
ENST00000306349	P13497
ENST00000306353	Q86TG1
ENST00000306357	Q9UNK0
ENST00000306368	Q9P0P0
ENST00000306376	P41161
ENST00000306378	Q12830
ENST00000306384	O95183
ENST00000306385	P13497
ENST00000306388	O75347
ENST00000306390	P02750
ENST00000306391	Q8WXS3
ENST00000306402	Q9BX66
ENST00000306406	Q8WXS4
ENST00000306422	Q5XKR4
ENST00000306433	P05423
ENST00000306434	P31153
ENST00000306442	P45877
ENST00000306448	Q96A05
ENST00000306465	Q07326
ENST00000306467	Q8N960
ENST00000306480	Q8IY95
ENST00000306481	Q8N960
ENST00000306482	P01236
ENST00000306494	Q6T423
ENST00000306502	Q96MU6
ENST00000306503	O75159
ENST00000306507	Q9NU39
ENST00000306511	Q9UQ74
ENST00000306534	Q8WZ75
ENST00000306549	Q9Y5F3
ENST00000306560	O00219
ENST00000306562	Q499Z4
ENST00000306585	P0CG12
ENST00000306591	Q7Z403
ENST00000306593	Q9Y5F7
ENST00000306601	Q9BU19
ENST00000306602	P02778
ENST00000306609	Q9Y6F8
ENST00000306621	O14625
ENST00000306627	P51965
ENST00000306645	Q9BQA9
ENST00000306658	Q7Z3Y7
ENST00000306666	P43115
ENST00000306675	P35368
ENST00000306688	Q96CN5
ENST00000306698	Q5FBB7
ENST00000306704	A8MT69
ENST00000306708	Q6NSJ5
ENST00000306721	Q9BWT1
ENST00000306729	Q9BZE9
ENST00000306730	Q9NQS1
ENST00000306735	Q8N0V3
ENST00000306739	Q9BZE9
ENST00000306749	P49327
ENST00000306764	Q14206
ENST00000306773	Q15818
ENST00000306796	Q6P1R4
ENST00000306799	Q9ULK6
ENST00000306801	Q8N122
ENST00000306821	Q7Z3B1
